Title,Title_link,date,Rating,Description_of_duration,authorInfo,Positive_Review,pos_count,Negative_Review,neg_count,UI_TEXT,reviewBodyCell,author_location,authorLocation_current,Outlook,CEO_Approval
"""Good""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32009161.htm,22 February 2020,5.0,I have been working at Walmart full-time for less than a year,Current Employee - Software Engineer-III,nice work culture  maintained here,1,pay is good but not thr industry best,0,Helpful,Recommends,in Bangalore,Bangalore,Positive Outlook,Approves of CEO
"""Very good""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW31906493.htm,17 February 2020,4.0,I worked at Walmart full-time for more than 10 years,Former Employee - Senior Software Engineer,work life balance and pay packets are good ,1,nothing adverse that would be a concern,0,Helpful (2),Recommends,in Chennai,Chennai,Positive Outlook,Approves of CEO
"""Best Work Culture""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW31865213.htm,14 February 2020,5.0,I have been working at Walmart full-time for more than a year,Current Employee - Software Development Engineer-III,simply awesome   flexible time  best leaning,1,no as of now in my work,0,Helpful (1),Recommends,in Bangalore,Bangalore,Positive Outlook,Approves of CEO
"""Not recommended for people having more than 5 years of experience.""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32108058.htm,27 February 2020,3.0,I have been working at Walmart full-time for less than a year,Current Employee - Anonymous Employee,good salary  free food  free cab ,1,work culture is pathetic  lots of favouritism ,0,Helpful,,,,,
"""slow moving company""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32032276.htm,24 February 2020,2.0,I worked at Walmart full-time for more than a year,Former Employee - Senior Engineer,less work  decent money   good food,1,too much politics  no vision in most of the teams,0,Helpful (2),Doesn't Recommend,in Bangalore,Bangalore,Positive Outlook,
"""Service based company""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32349256.htm,13 March 2020,1.0,I have been working at Walmart full-time for more than 3 years,Current Employee - Software Development Engineer,free food and cab mac book year end gift good compensation,1,this is not a product company  culture is service based  every day late night call and support  there is no work during working hour  rather there is support and meeting in non working hour  designation is engineer  but after working 6 months feel like labour ,0,Helpful (9),Doesn't Recommend,in Bangalore,Bangalore,Positive Outlook,Approves of CEO
"""Awesome working Culture""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW31757093.htm,8 February 2020,4.0,I worked at Walmart full-time for more than 3 years,Former Employee - Team Leader,ethics & integrity is the best working culture,1,some process difficulty orientation,0,Helpful,,"in Raipur, Chhattisgarh","Raipur, Chhattisgarh",,
"""Very poor processes and poor engineering practices, opportunistic managers and blame game culture, no agile at all""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32300536.htm,10 March 2020,1.0,I have been working at Walmart full-time for less than a year,Current Employee - Software Engineer III,free time  good benefits  free food,1,no career growth  poor practices,0,Helpful (6),Doesn't Recommend,in Bangalore,Bangalore,Negative Outlook,Disapproves of CEO
"""WalmartLabs review""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32347918.htm,12 March 2020,1.0,I worked at Walmart full-time for less than a year,Former Employee - Software Developer,free food  snacks  cab   work from home facilities,1,don’t join if you are looking for good quality work,0,Helpful,Doesn't Recommend,,,,
"""No work life balance at all""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW31967774.htm,19 February 2020,2.0,I have been working at Walmart full-time for less than a year,Current Employee - Product Manager,good exposure to dealing with multiple stakeholders standard employee benefits,1,1  zero work life balance 2  evening calls everyday of the week extending into late night hours,0,Helpful,Doesn't Recommend,,,Positive Outlook,No Opinion of CEO
"""Manager""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW31672223.htm,4 February 2020,4.0,I have been working at Walmart,,great culture associate first  inclusive  flexible hours,1,department politics   relocation issues  growth for selected few,0,Helpful,Recommends,,,Positive Outlook,Approves of CEO
"""Worst Experience - Total waste of one year""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW32237789.htm,5 March 2020,1.0,I have been working at Walmart full-time for less than a year,Current Employee - Data Scientist,compensation slightly above average  absolutely nothing apart from that ,1,"junk work  poor management  no respect for employees   joined this company thinking i would get to do impactful data science work  but the reality is nowhere close to that  you will be hired as a data scientist but given junk engineering/deployment work  the justification for that from the management is   ""if you are designing a machine learning model it is your responsibility to see it is deployed into production""  and that is not a straight forward process because there is no process of things work here  everyone will invent their own process pushing thousands of junk code to production repositories which can break any day only to frustrate another ill fated engineer who attempts to clean up this mess  end result you will end up wasting months doing junk engineering work  navigating through inconsistencies in dependencies  if something doesn't work in the dependencies you are having you are expected to fix that too  you are expected to work on call for a system you have no idea what is going on  if something goes wrong you are responsible  the blame game is strong  there is no learning component to the job  you will build a basic version of some well known models and get frustrated getting that to production ",0,Helpful (7),Doesn't Recommend,in Bangalore,Bangalore,,
"""Good company to work with""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW31907464.htm,17 February 2020,2.0,I have been working at Walmart full-time for more than 3 years,Current Employee - Supply Chain Manager,good culture   work life balance,1,no future vision   slow individual growth  fire  employees anytime,0,Helpful,Doesn't Recommend,"in Gurgaon, Haryana","Gurgaon, Haryana",Positive Outlook,Approves of CEO
"""Realy good""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW31480794.htm,24 January 2020,5.0,I worked at Walmart part-time,Former Employee - Anonymous Employee,good work culture   supportive  learning environment,1,no cons i found while i was working,0,Helpful,Recommends,,,Positive Outlook,
"""Need a job I am ready to do anything for a job in the United States of America""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW31405133.htm,21 January 2020,4.0,I have been working at Walmart full-time for more than 10 years,Current Employee - Anonymous Employee,growing up with the company and people around me,1,it's always been positive  everything i do,0,Helpful,Recommends,,,,
"""Walmart Labs Bangalore - A good company but worst local management""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW31907059.htm,17 February 2020,1.0,I worked at Walmart full-time for more than a year,Former Employee - Project Manager,good food  good office  good work but local management is too political ,1,inequality and cultural discrimination in bangalore walmart labs office especially by the karnatak groups  they only try to hire their own people and people from other states are discriminated and treated with inequality  even the sr project managers who interview candidates never allow outsiders to join their team and most of time they reject their interviews knowingly ,0,Helpful (6),Doesn't Recommend,in Bangalore,Bangalore,Neutral Outlook,Approves of CEO
"""Customer service""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW31319930.htm,15 January 2020,5.0,I have been working at Walmart full-time,Current Employee - Anonymous Employee,walmart give good experience of wark,1,you have to be hard working,0,Helpful,Recommends,,,Positive Outlook,Approves of CEO
"""Back office""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW31231214.htm,10 January 2020,5.0,I have been working at Walmart full-time for less than a year,Current Employee - Back Office,walmart is a good company ,1,walmart is one of the best and fast growing industries ,0,Helpful,Recommends,in Noida,Noida,Positive Outlook,Approves of CEO
"""Nice company with good Facilities and Benfits""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW31122634.htm,4 January 2020,4.0,I have been working at Walmart full-time for more than 5 years,Current Employee - Anonymous Employee,facilities  complimentary pantry and dinning  generous travel budgets  some teams have cutting edge work,1,some teams the work is not clear yet   career ratings and evaluations are not systematic,0,Helpful,Recommends,in Bangalore,Bangalore,Positive Outlook,
"""IDC Leaders should be in politics rather being in IT Industry""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW31173304.htm,7 January 2020,2.0,I have been working at Walmart full-time for more than a year,Current Employee - Software Engineer,* flexible working hours * good employee benefits in terms of medical insurance  free food  free transportation   quarterly team outing (company pays 5k+ inr per person   but again this depends on your manager  if s/he is adamant to go outing  your money will go in vain)  udemy premium account for learning purpose   cultural events  last but not the least a top brand,1,"recruiters think that they are the king of the world  (dhidha is a hint   if you are an employee of walmart  you would understand whom i am referring)  the worst thing you will experience is that ""you will get a bigger surprise on the joining day as they would put in a different team than the team for which you were hired""   if you do a survey on this  why people at walmart leave in 1 1 5 years  many employees would come up with the above reason    they have degraded their standard of hiring process   few years back  they used to hire only from tier 1 colleges  now it has become like anyone with java tech stack can be part of walmart  okay  it's a good thing that you are giving a good opportunity  to everyone  but  have some plans for the people whom you hire    coming to the point which would signify the review title    i was part of a team which had two sets of leaders  idc & us  my team was an experimental team to experiment a new model of working  and this idea had come from us leaders  idc leaders were so mean towards this   they were not ready to accept this team's existence   in a nutshell  us leaders were trying so hard to succeed and idc leaders were trying so hard to fail this model    just to disrupt the balance in the team  idc leader says these kind of statements in team meeting that we don't have a budget for these many members    to my surprise  when i resigned   idc leaders says that i took a right decision  anyways  this team is going to be dissolved     politics happen almost at all the organizations  but here it crossed every limits    in a nutshell  i would say walmart sucks ",0,Helpful (7),Doesn't Recommend,in Bangalore,Bangalore,Negative Outlook,Disapproves of CEO
